sentence1	sentence2	gold_label
Fresh off closing out Lollapalooza, Arcade Fire has announced their return to Chicago! On October 30th, Arcade Fire will perform at the United Center as part of their Infinite Content Tour. The Breeders will be the special guest for the evening. Tickets for the show go on sale Friday, August 18th at Noon via LiveNation.com. Connect With XRT On Facebook, Twitter, & Instagram	Arcade Fire has been to Chicago once before.	entailment
When we heard of his illness I went over to Woodlands to see him , for I had always been a great favourite with him .<br>The big house was quiet , the servants going about their work as usual , without any appearance of excitement .<br>I was told that I could not see Mr. Lawrence for a little while , as the doctor was with him .<br>Mrs. Yeats , the housekeeper , said the attack was not serious and asked me to wait in the blue parlour , but I preferred to sit down on the steps of the big , arched front door .<br>It was an evening in June .	Woodlands was out of town.	contradiction
Pamela C. Ronald (born 1961) is an American plant pathologist and geneticist. She is a professor in the Genome Center and the Department of Plant Pathology, and founding faculty director of the Institute for Food and Agricultural Literacy (IFAL), all at the University of California, Davis. She also serves as Director of Grass Genetics at the Joint BioEnergy Institute in Emeryville, California.	Pamela C. Ronald (born 1961) is interested in  Agrostology	neutral
Once upon a time the idea of editing photos on a phone or tablet was considered folly – akin to painting watercolours on a piece of sponge. But that all changed as screens got sharper and touch control more precise. Plus, with many of us now using smartphones as our main camera, there's no shortage of raw material on them that could benefit from a bit of judicious tweaking before posting to Facebook or Instagram. There are hundreds of photo-editing apps out there clamouring for your attention, but the dozen you'll find listed below are the best we've tried so far.	editing photos on the phone was a nuisance 	entailment
Mr. Speaker, thank you for the opportunity to speak to the motions in Group No. 6 of Bill C-19. I am sure my hardworking colleague from the official opposition, the critic for the labour file and the member for Wetaskiwin, recognizes this is a very important bill and a very positive step in amending the Canada Labour Code.	Wetaskiwin is against Bill C-19	contradiction
How to deep clean your teeth<br>Schedule an appointment with the dentist. A deep cleaning is usually recommended after periodontitis has already been diagnosed. Set up an appointment with your dentist for your deep cleaning.	A deep cleaning is usually recommended before periodontitis has set in.	contradiction
As well, the Canadian Depository for Securities has been pushing to be able to hold negotiable money market instruments in its depository and to be able to make book entry ownership transfers as soon as possible, a far more efficient process, it believes, than having to take physical possession of the instrument.	The Canadian Depository for Securities doesn't have the bandwidth to handle physical possession of Money Market instruments.	neutral
Northern Kings was a Finnish symphonic metal cover supergroup, made up of four well known musicians: Jarkko Ahola from Teräsbetoni, ex-Dreamtale, Marco Hietala from Nightwish and Tarot, Tony Kakko from Sonata Arctica and Juha-Pekka Leppäluoto from Charon and Harmaja.	Northern Kings contained members that all played with more than one band before joining.	entailment
Towards Pollution Prevention'', the Standing Committee on the Environment and Sustainable Development recommended that the federal government take action under the Canadian Environmental Protection Act to regulate lead sinkers and jigs by prohibiting the import, sale, manufacture and use of lead sinkers and jigs by May 31, 1997.	they prohibited the import of sinkers on may 31 1971	contradiction
In recent months we have witnessed one of the most disturbing human tragedies since the second world war: ethnic cleansing, deportation and dispossession of close to one million Kosovars, who have been deprived on both a number of civil rights and their right to self-government by the Milosevic regime for some ten years now.	Serbians are ethnically cleansing Kosovars	neutral
How to calculate your body age<br>Find your resting pulse rate. The heart is one of the body's most important organs, and a well conditioned and healthy heart is a big part of overall well-being. A normal heart usually beats at between 60-100 times per minute.	A normal heart usually beats at between 10-20 times per minute.	contradiction
If an employee blows the whistle on some sort of wrongdoing and causes some inconvenience for the employer, discipline is actually justified in that case, especially if the employee is mistaken, even if they turned in the circumstances without any malice and with the best of intentions.	A whistle blower employee always helps the employer	contradiction
Sometimes he looked longingly at his mother , and sometimes he looked longingly at the window .<br>Certainly it would be pleasant to be her boy again , but on the other hand , what times those had been in the Gardens !<br>Was he so sure that he should enjoy wearing clothes again ?<br>He popped off the bed and opened some drawers to have a look at his old garments .<br>They were still there , but he could not remember how you put them on .<br>The socks , for instance , were they worn on the hands or on the feet ?<br>He was about to try one of them on his hand , when he had a great adventure .	He was not used to wearing clothes.	contradiction
