sentence1	sentence2	gold_label
HANOI, March 12 Vietnam's central bank said on Monday it has cut the refinance rate by one percentage point to 14 percent from 15 percent earlier. The State Bank of Vietnam also trimmed the discount rate to 12 percent from 13 percent and lowered the cap on dong deposit rates banks could charge to 13 percent from 14 percent previously, as its governor promised last week. (Reporting by Ho Binh Minh; Editing by John Ruwitch)	The governor made promises to not only cap the interest that could be charged on deposits but also refinancing rates.	neutral
©andrzej-thiel-dreamstime.com Invotec sold to RG industries UK PCB manufacturer Invotec Group has been acquired by RG Industries LLP, part of the Rubicon Partners portfolio of Industrial businesses across Europe, in a deal completed on Friday. The acquisition will lead to the retirement of Managing Director John Ennis, who will be replaced by the Operations Director Tim Tatton. Otherwise, the existing management team will remain with the business moving forward the company said in a statement. Invotec has two facilities in the UK, based in Tamworth and Telford.	Invotec has employed jeff	neutral
TUCSON, Ariz. - After losing to UCLA last week before toppling Southern Cal, Arizona fell to No. 17 from No. 13 in the AP Top 25 college basketball poll. Virginia (23-2) replaced Villanova (23-2) at No. 1, with Villanova slipping to No. 3. Michigan State (24-3) is No. 2, and Xavier (23-3) and Cincinnati (23-2) rounded out the top five. Arizona (20-6, 10-3 Pac-12) visits No. 25 Arizona State (19-6, 7-6) at 7 p.m. Thursday on ESPN.	Arizona has always been bad	neutral
Nollaig Casey (also known as Nollaig Ní Chathasaigh ) is an Irish fiddle player, and has an international reputation as one of Ireland's finest fiddle players. By the time she was eleven years old she could play violin, piano, tin whistle and uilleann pipes. During her teenage years she learned to play in both the classical and traditional musical traditions. She won several All-Ireland titles for fiddle and traditional singing culminating in the award to her in 1972 for the best all-round performer.	Nollaig Casey could play the tin whistle at ten years of age.	neutral
"A 'devastated' father has described the loss of his eight-year-old daughter to the flu in Melbourne. Rosie's father Christian Brealey, of Upper Ferntree Gully, thanked the public for their support, describing his daughter as his 'loving little angel'. SHARE Share on Facebook SHARE Share on Twitter TWEET Link Rosie who died of the flu in Melbourne ""We are devastated by the loss of our beautiful, loving little angel,"" Mr Brealey said in a statement released to News Corp. More to come"	Rosie had just turned eight when she died	neutral
Victory for the Gunners sees Arsenal go one ahead of Manchester United's 12 FA Cup triumphs. A thrilling encounter at Wembley had everything - drama, goals and a sending off - as Wenger secured his seventh FA Cup win. Many had written Arsenal off before the game had even started due to their injury woes at the back against an attacking Chelsea side that had won the Premier League title only a few weeks ago. But Arsenal were fearless throughout and Alexis Sanchez fired Arsene Wenger's side ahead after just four minutes - although it was somewhat controversial.	Wengers's side was dismissed	neutral
If you were heading south on Saturday, you may have drove right through a thick cloud of smoke as captured in this user submitted video. According to Guam Fire Department acting spokesperson Cherika Chargualaf, units responded to a trash fire behind the General Services Agency in Piti around lunchtime and had the fire under control in less than an hour. The only damage reported was to old equipment stored outside. No injuries were reported.	Guam Fire Department spokesperson Cherika Chargualaf helps sometimes in putting out fires.	neutral
MOGADISHU (Reuters) – The death toll from two bomb attacks that tore through busy junctions in the heart of Somalia’s capital Mogadishu has risen to 85, making it one of the deadliest attacks in the country since Islamist militants launched an insurgency in 2007. Read Full Story	There has been activity from Islamic militants in the region for decades. 	neutral
Van Mieu Quoc Tu Giam, or the Temple of Literature, is a well-known tourist destination in Hanoi, but in the days running up to important exams during summer, expect to find it mobbed with thousands of students and their parents all praying for a dose of luck. In this photo, students wait in line to buy tickets for the temple.	At the Temple of Literature, people usually pray for a dose of academic luck.	neutral
NEW ORLEANS (WVUE) - A preseason fan favorite is reportedly headed to Philadelphia. The Eagles signed Saints running back Boston Scott to their active roster, according to Ian Rapaport of the NFL Network. The Saints selected Scott in the sixth round of the 2018 draft. He's spent the season on the Saints' practice squad.	Boston Scott was drafted with the first pick of the sixth round	neutral
Josh Pringle, CTV Morning Live A nesting Killdeer is holding up preparations for the RBC Ottawa Bluesfest. A Killdeer mother laid her nest on a cobblestone path where the main stage for Ottawa Bluesfest is set to be built this week. Work is already underway to prepare the site next to the Canadian War Museum for the music festival. Bluesfest kicks off on July 5. Bluesfest organizers will provide an update this morning to discuss the dilemma.	Talking about the dilema will help nothing.	neutral
Akito Marquies Hutcherson A Henry County man faces multiple drug charges, following the execution of a search warrant. According to Capt. Randall McGowan of the Weakley County Sheriff's Department, 33-year-old Akito Marquies Hutcherson of 303 Jenkins Street in Paris is charged with possession of Schedule 2 with intent to resale, possession of schedule 6 with intent to resale and possession of drug paraphernalia. (See compete story in Aug. 16th issue of the Dresden Enterprise.)	Akito Hutcherson was born a man. 	neutral
"Kansas City Chiefs tight end Travis Kelce turned some heads Sunday when he trashed the officials after the Chiefs' 18-16 loss to the Pittsburgh Steelers. Kelce said the official who threw a flag against Chiefs left tackle Eric Fisher – a penalty that negated what would have been the tying 2-point conversion – ""shouldn't be able to work at Foot Locker."" Well, Foot Locker got wind of the tirade and tried to change Kelce's opinion of the sneaker store. Foot Locker’s response begs the question: Will anyone come to the defense of the refs?"	Travis Kelce is from canada	neutral
Police said that a 21-year-old man was discovered after he had been shot in South Jamaica on Aug. 18 and is in critical condition. Just before 9:30 p.m., police responded to a shooting at 104-46 164th St and discovered the victim, whose name has not been released, at the scene. The victim was shot in the thigh and transported to Jamaica Hospital, where he is currently listed in critical condition. No arrests have been made in the incident.	The man was shot in South Jamaica near the hospital.	neutral
The Alameda County Sheriff's office has confirmed an AMBER ALERT is over after a missing child and his father were found safe at a hotel in Dublin.Modesto police say John Cosso forced his way into his estranged girlfriend's home yesterday and took his son named Jayce Cosso. John has tattoos on his face.Late last night police revealed they were also looking for this woman, Renee Quijada as a person of interest in the abduction. But again, investigators say the AMBER ALERT has been called off.The father has been detained and son is with Dublin Police.	 John Cosso and Renee Quijada abducted John's son.	neutral
