Sentiment	Text
Negative	@DanDeFreest //@elizabethforma This can't be legal! He is profiting from the @SecretService and it is BLATANT! Can u do something.
Neutral	@RealCSI @elizabethforma @SecretService It's just the beginning Carla, after Buenos Aires he realized that he could use office for gain.
Negative	"Where is @elizabethforma on the #NoDAPL issue? This ""Native American"" got her scholarship & tenure posing as an NA but won't help brethren?"
Positive	@truthglow @katalin_pota @BasemntDwllng @SenWarren2020 @elizabethforma @SenatorWarren Everyone that got us here & in a grand DJT fashion,,
Negative	@truthglow @katalin_pota @BasemntDwllng @SenWarren2020 @elizabethforma @SenatorWarren $ wants America to wait & F**k Warren,,,,
Neutral	@truthglow @katalin_pota @BasemntDwllng @SenWarren2020 @elizabethforma @SenatorWarren She will more than likely go to work4 Wells Fargo!
Neutral	HYPOCRISY.@elizabethforma @BernieSanders you are the voices now--SPEAK OUT ON THIS STUFF. 
Negative	@megynkelly @petestavros ....why if one disagrees with some one on twitter,Facebook etc.,you immediately become a hater,how about critic ?
Neutral	Still reading #SettleForMore @megynkelly #fridayreads
Negative	@megynkelly that's not true you have 60million Trumpsters who hate you, boycott your show and think you are a smug arrogant bitch
Negative	@GAFan8 @megynkelly  if you have only one life it would alredy over, you 2 face shit
Neutral	@lucyesk1 @megynkelly when did she say she supported him?
Negative	@moosehickey @petestavros @megynkelly you have a lot of hate in your heart 4someone claiming to be Christian. There is no need to be nasty.
Positive	@Jaxsaxman @Stop_MegynKelly @megynkelly @FoxNews Agreed
Neutral	@megynkelly  News story.  Steven Crain is actually innocent.  
Negative	@GAFan8 @megynkelly Just what what we need, cry, so we can feel sorry for her waaaaa
Negative	@oldtown29 @megynkelly full of herself? I mean it is a book about her life. Everything that happened w her in last year was newsworthy
Positive	@petestavros @megynkelly Well, good for you!
Neutral	@PITBULL95 @megynkelly she's a great journalist, not sure where you get the 'piece of trash' you are talking about
Negative	@petestavros @CamilleRenee8 @megynkelly begging for book sales & playing a victim isnt cool, PC crap is over
Neutral	@brsquared @megynkelly I'd disagree with you Bruce. Read her book. I'd be happy to gift it to you, if you are willing to read it.
Negative	@kimberlyconroy @petestavros @megynkelly no hate in my heart! I don't like fake people hypocrites who point there finger at others to gain $
Positive	Love @dagenmcdowell ! We need to see more of her on @FoxNews . Maybe replace @megynkelly ?
Negative	@moosehickey @kimberlyconroy @megynkelly not sure where you are getting that from. Oh and your last tweet is hateful/disrespectful
Positive	Pretty inspiring to see where people came from and how it shaped who they are today. Really enjoying your book so far @megynkelly
Negative	@Jmmaly1 @megynkelly not sure where you get all of that from. And even of some of those were true, that makes it okay to send hateful tweets
Negative	@moosehickey @petestavros @megynkelly posting pictures of Ms. Kelly while making slanderous comments is pretty hateful. Name-calling.....
Positive	@megynkelly @petestavros Because it's the TRUTH! Ppl will not see the truth or the LIGHT with blind eyes. Don't stop using ur voice!
Neutral	@petestavros @megynkelly ...time for you to go down to riverwalk for coffee !Buh bye......
Negative	@petestavros @megynkelly lmao, his words made her a hostage? Wow thats pathetic, maybe she should interview a real pow and grow the f up
Positive	@megynkelly #SettleForMore Excellent read! My wife and I thoroughly enjoyed it. We are big fans of yours.
Positive	@eieioink @megynkelly haha! alright.
Positive	@AlwaysInAmerica @megynkelly I'm sure you understand how powerful his words can be, especially with some of his supporters.
Negative	@petestavros @megynkelly you obviously don't watch her show! I like FOX so I watch I don't like her show!To phony f… 
Neutral	@moosehickey @megynkelly 'grab her in the pussy because I can' is not locker room talk. Doesn't even compare to sexy pictures.
Positive	@moosehickey @megynkelly I watch Fox News every night! Bill & her are a must for me. To each his own.
Positive	@ctrm045 @therealcornett @grammy620 @megynkelly Hmm... good to know.
Neutral	@CamilleRenee8 @AlwaysInAmerica @megynkelly interesting news is exciting - doesn't mean she is being dishonest in her work.
Negative	@moosehickey @petestavros @megynkelly Face is crooked? Please, she is stunning. You'd crawl thru 3 miles of dog poop for 10 sec of her time
Positive	@truth_spiral @RobMorroLiberty @megynkelly @FoxNews @FoxBusiness Honestly? Current day short haired 80s power businesswoman Megyn. So fine.
Positive	@utahjazz win! @UNC_Basketball too! Great night! :grinning_face_with_smiling_eyes: #JazzNation #GoHeels
Positive	@utahjazz get on a roll and keep winning
Neutral	@HoopingHeaven @utahjazz @George_Hill3 maybe,but nah
Positive	Tonight was one of the coolest nights of my life #jazz @kdham35 @utahjazz 
Positive	The @utahjazz were on fire tonight! It was awesome to be at the arena and watch the game! It was great to see @George_Hill3 back in the game
Positive	@Joeingles7 @utahjazz @George_Hill3 lots of energy like We wanted to see!!#letsgojazz
Positive	ICYMI:  Last night's 'All That Jazz' with @1280Spence & @Davefox2, to celebrate the @utahjazz's win a little more.  
Negative	@rockmonster1232 @DavidDJJames @utahjazz @BYUbasketball I'm sure it's Coach K's fault :thinking_face:
Neutral	Just #ICYMI, the @utahjazz punished the Nuggets in Hill's return
Positive	Hey @KDTrey5 when you're done messing around with GSW and you want to build a legacy give @utahjazz a go. No doubt we'd love to have you
Positive	@liesebelle remember when the @utahjazz  beat the @Lakers by 48 last year? Cheer up! This is improvement :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
Neutral	The latest The Croatia Travel Daily! 
Positive	@utahjazz @gordonhayward @George_Hill3 Escape from a long tunnel:raising_hands:Today's victory is the best:thumbs_up::thumbs_up::thumbs_up:Expect victory in… 
Positive	@utahjazz above Thunder in the Western Conf. Feels good doesn't it?
Positive	After @slcstars & @utahjazz blowout wins last night..I'd say it's a very Happy Thanksgiving to us all! I'm grateful for sports!
Positive	the @utahjazz organization is one of the purest and most giving organizations, i love it. 
Positive	Happy #thanksgiving to @utahjazz Grateful for team's hard work and great win last night #GoJazz   #TakeNote
Positive	@utahjazz That's so awesome guys. I would have love to be a volunteer for this. Much love and Happy Thanksgiving
Positive	I know this is seen as a football holiday, but really?• @utahjazz win• @Dame_Lillard drops 40/11• @kevinlove w/ 45• @AntDavis23 w/ 45
Neutral	@TheJerrbear1 @AndrewDBailey @utahjazz well it needed to be brought up again, obviously. The world needs to know.
Positive	Happy thanksgiving from AZ #JazzNation #takenote @utahjazz 
Positive	@George_Hill3 @utahjazz so glad you're back out there Eat a ton today you earned it
Positive	What I'm thankful for this @utahjazz season! #TakeNote #HappyThanksgiving 
Positive	@utahjazz  @Joeingles7 you throw that pass better than anyone man!
Positive	@NBA @utahjazz soooo nice :smiling_face_with_heart-eyes:
Positive	.@utahjazz players aim to give Rudy Gobert the experience his French childhood deprived him of: catching passes
Neutral	@JakeDcloward @George_Hill3 @utahjazz his name is Indiana George because he is from Indiana not because he played for pacers.
Positive	More confident with George Hill back in the lineup, @utahjazz await visit from Hawks. By @sorny8:… 
Negative	@streetsdiscipIe @HoopingHeaven @utahjazz @AFCU @vine This nigga HoopingHeaven is known as the worst basketball page I wonder why
Neutral	@AE_Hutchinson @Strozan1 @HoopingHeaven @streetsdiscipIe @utahjazz @AFCU @vine y'all should read yaselves
Positive	I'm so excited for @utahjazz vs @ATLHawks! I drove 10 hrs for this! I wish I would've remembered my @gordonhayward or @daanteee jersey!
Neutral	@ATLHawks @HawksOnFSSE @929TheGame @utahjazz it's time to put a Hurtin on the Utah Jazz. #gohawks
Positive	Just booked tickets to see @BrooklynNets v @utahjazz on the 2nd January... can't wait!!!Second visit to the @barclayscenter within 12 months
Neutral	@DavidDJJames @utahjazz any left?
Positive	Big game for the @utahjazz tonight! Here are my keys to a victory over a tough Hawks squad. #takenote #ATLatUTA
Negative	Ben Carson being considered for the same cabinet position Jack Bauer once had. Mister Carson, you're no Jack Bauer. 
Neutral	Ben Carson On His Role In Future Trump Administration 
Positive	Ben Carson;One of the reasons comedians will have material for years! 
Neutral	@PoliticsPeach I know you are not a Trump fan, but, he will do more for AA's than BO did. Which is a low bar. I hope Ben Carson actps HUD
Negative	@StuckonSW The @SPLC once labeled Dr. Ben Carson as an extremist which took away the little credibility they still had.
Negative	@StuckonSW @SPLC @SPLC is a joke designed to fool stupid people. Any group who labels Dr. Ben Carson as an extremist is irrelevant.
Neutral	Trump is expected to make 2 staffing decisions today, but not Cabinet level, says transition spokesman Jason Mille… 
Neutral	Ben Carson awoke this morning to find out that the big yellow thing in the sky is the sun
Negative	regardless of theory, Ben Carson's statement is idiotic.Does he not understand concepts or even the words that dis… 
Negative	Sorry, Ben Carson although a doctor, HHS and Surgeon General, only for 'Whites' in a Trump cabinet.@MSNBC #TCOT… 
Positive	Dr. Ben Carson is a homeowner. Very qualified! 
Positive	THANK GOD Donald J. Trump didn't appoint Dr. Ben Carson to Surgeon General! 
Neutral	Trump plots more transition moves while in Florida - USA TODAY 
Negative	“Safe Negro”: Why Liberals Are Afraid of Ben Carson 
Positive	Ben Carson will be awesome with HUD, word is he plays a lot of Simcity
Positive	Pres. Trump, work with Ben Carson.  He is smart, a man of God, wise, faithful, loyal, not arrogant, honest.  He is wise council.
Negative	Lying Pokahontas Warren! Where is Ben Carson on this list?!? 
Neutral	@DefendingtheUSA The album does not include the HUD Secretary designate, Dr Ben Carson.
Positive	@realDonaldTrump yes. Mr. Ben Carson will be a great help.Go for it.
Negative	Hate a Ben Carson/David Clarke ass nigga. The most detrimental type of people to black culture.
Neutral	Or Ben Carson. #Scampaign 
Negative	ben carson is so wild i can't 
Positive	If President Elect Trump does not want our Rudy Than He Should Chose The Smart Dr.Ben  Carson As His SOS. He is scandal Free and good man
Negative	@realDonaldTrump Sir We Want Rudy As SOS If Not Than Dr. Ben Carson Please you have to listen to our voice We elected you not stupid Romney
Neutral	Dr. Ben Carson Calls on Mainstream Media to Hold National Summit | Conservative Byte 
Negative	Has Ben Carson accepted the HUD job or are we still fucking around on this reality TV show?
Neutral	"BREAKING: Trump appoints Ben Carson to head the ""guy standing there looking puzzled"" Department."
Neutral	President-elect Donald Trump is spending Black Friday in South Florida, mulling over transition issues. 
Negative	Ben Carson got the last job on the list, why? Housing ,URBAN DEVELOPMENT, ALL BLACK MEN CAN DO THIS JOB. He will stay out of OUR WAY. :trumpet: SAID
Neutral	Please donate whatever you can! 
Positive	We're doing a black friday sale, but we're donating 100% of the profits to support the Dakota Access Pipeline prote… 
Negative	good morning everyone except dakota access pipeline supporters
Neutral	@TDBank_US divest from the Bakken Dakota Access Pipeline. #NoDAPL #IStandWithStandingRock #WaterIsLife#divestdapl
Neutral	I bank with Wells Fargo which means my money is aiding the Dakota Access pipeline. I urge other Wells... 
Positive	Thank you Democratic Party of New Mexico for standing with the First Nation people and Standing Rock Indian... 
Negative	Taked 5 mins to express your disgust to your #bank thats funding #DAPL 
Neutral	It's time to do the right thing. 
Neutral	Standing Rock #nodapl Stop Dakota Access PipelineIt is all about the power of Intention! stand together and we... 
Negative	@jaketapper While I respect your commitment to diversified coverage, CNN's lack of reporting on the Dakota Access Pipeline is shameful.
Neutral	Katy Perry on Standing Rock and their protest of the Dakota Access Pipeline… 
Neutral	Photos: A Thanksgiving protest against Dakota Access pipeline - The Boston Globe 
Negative	i don't understand why outcries against the dakota access pipeline are so few. where are the social justice warriors when you need them?!
Neutral	@AskCapitalOne I'm an investor asking are you supporting the Dakota Access pipeline? #nodapl #bankexit #istandwithstandingrock
